品類,品類英文,子分類,子分類名,模板ID,模板名稱,英文名稱,比例,風格注入等級,提示詞
食品,food,snacks,零食,food_snk_01_open,開袋展示,Opened Package Display,1:01,light,"This snack product with its packaging torn open at the top, revealing the contents spilling out onto a clean surface in an appetizing cascade. A few pieces of the snack are artfully scattered in front of the bag, showing their shape, color, coating, and texture in mouthwatering detail. The packaging label and branding are still clearly visible on the bag while the opened top creates a casual, inviting feel. Bright, warm overhead lighting creates appetizing golden tones on the snack surfaces with slight specular highlights on any glazed or seasoned textures. Shot at 50mm f/3.5 from a 45-degree angle to show both the package design and the spilled-out contents in a single appetizing composition."
食品,food,snacks,零食,food_snk_02_serving,擺盤呈現,Serving Plate Arrangement,1:01,light,"This snack product beautifully arranged on an artisan ceramic plate or wooden serving board, styled as an appetizing appetizer or party platter presentation. The snacks are neatly arranged in concentric circles or artistic patterns that highlight their uniform shape, vibrant color, and premium quality. Small dipping sauces, fresh herbs, or fruit garnishes are placed alongside to suggest serving ideas and flavor pairings. Soft, warm side lighting from the left creates gentle shadows beneath each piece and highlights the surface texture of every snack. Shot at 50mm f/4 from a top-down overhead angle to present the platter arrangement as a satisfying visual feast with the product packaging visible at the edge."
食品,food,snacks,零食,food_snk_03_movie,追劇場景,Movie Night Snacking,4:03,full,"This snack product placed on a cozy living room coffee table in front of a TV or laptop screen showing a blurred movie scene, creating a perfect movie night atmosphere. A soft throw blanket drapes over the couch armrest, and a bowl filled with the snack sits next to the open package with a hand reaching in to grab a piece. Warm, low ambient living room lighting with the cool glow of the screen providing subtle fill, creating an intimate and relaxing evening-at-home mood. A drink glass or can is visible nearby, completing the snacking-while-streaming lifestyle scene. Shot at 35mm f/2.4 from a low sofa-level angle to immerse the viewer in the cozy movie night experience with the snack as the essential companion."
食品,food,snacks,零食,food_snk_04_sharing,分享場景,Sharing Scene,1:01,full,"Multiple hands reaching into a central bowl or package of this snack product during a casual social gathering around a table. The scene captures a moment of shared enjoyment with three to four different hands visible, each grabbing a piece of the snack simultaneously. The table setting includes drinks, napkins, and other party elements visible in the soft background, establishing a fun social occasion. Warm, festive lighting creates a convivial atmosphere with the snack bowl as the bright focal point drawing everyone together. Shot at 35mm f/2.8 from directly above the table to capture all the reaching hands, the full snack bowl, and the social dining context."
食品,food,snacks,零食,food_snk_05_ingredients,原料展示,Raw Ingredients Display,1:01,none,"This snack product placed at the center surrounded by its key raw ingredients such as whole nuts, cocoa beans, dried fruits, sea salt crystals, or fresh grains spread on a rustic surface. Each ingredient is arranged in small clusters radiating outward from the product, visually connecting the finished snack to its natural source materials. Bright, clean overhead lighting with a subtle warm tone brings out the natural colors and textures of both the raw ingredients and the finished snack product. The composition emphasizes quality sourcing, natural processing, and premium ingredient selection for health-conscious buyers. Shot directly overhead at f/5.6 to create a magazine-style flat lay that keeps every ingredient and the central product uniformly sharp and detailed."
食品,food,supplements,保健食品,food_sup_01_daily,每日服用,Daily Routine Setting,4:03,full,"This supplement product placed on a clean white kitchen counter beside a tall glass of water and a small breakfast setting suggesting a healthy morning routine. The supplement bottle or package is open with the daily dose of capsules or tablets placed neatly on a small ceramic dish ready for consumption. Bright, fresh morning sunlight streams through a kitchen window, casting clean shadows and creating an energizing start-of-day atmosphere. A fresh fruit, a small plant, or a daily planner in the background reinforces the disciplined, health-conscious daily wellness routine. Shot at 50mm f/3.5 from a countertop-level angle to present the supplement as a natural, integrated part of the viewer's morning health ritual."
食品,food,supplements,保健食品,food_sup_02_capsule,膠囊特寫,Capsule Close-up,1:01,light,"A close-up of individual capsules or tablets from this supplement product arranged in a clean geometric pattern on a pristine white surface. The capsules show their translucent gel shell with visible powder or liquid fill inside, or the tablets display their smooth compressed surface and color. Clinical, bright, even lighting from a ring light overhead eliminates all shadows and provides medical-grade clarity for the product close-up. The product bottle is partially visible at the edge of the frame for brand reference while the capsule detail dominates the composition. Shot at 90mm macro f/4 from directly above to capture the precise shape, color, size, and surface quality of each individual dose unit."
食品,food,supplements,保健食品,food_sup_03_natural,天然成分,Natural Ingredients Scene,1:01,none,"This supplement product surrounded by its natural source ingredients such as fresh turmeric roots, spirulina powder, ginseng, berries, or fish oil capsules with omega-rich salmon. The natural ingredients are arranged on a clean wooden surface or marble slab, creating a visual connection between the supplement and its botanical or nutritional origins. Soft, warm natural lighting highlights the vivid colors of the fresh ingredients and the premium packaging design of the supplement product. Small green leaves, a mortar and pestle, or a glass dropper add apothecary-style authenticity to the natural wellness composition. Shot at 45mm f/4.5 from a 45-degree angle to show both the three-dimensional supplement packaging and the spread of natural ingredients in a single cohesive frame."
食品,food,supplements,保健食品,food_sup_04_gym,運動搭配,Fitness Context,4:03,full,"This supplement product placed on a gym bench or locker room shelf next to a shaker bottle, resistance bands, and a clean towel in an active fitness environment. The supplement packaging is clearly visible with the cap open, suggesting it was just used as part of a pre-workout or post-workout nutrition routine. Cool, energetic gym lighting with overhead fluorescents and warm accent lighting creates a motivating athletic wellness atmosphere. A filled shaker bottle or protein shake glass beside the product shows the supplement mixed and ready to drink for immediate use context. Shot at 35mm f/3.5 from a low three-quarter angle to position the supplement as an essential tool in the fitness lifestyle toolkit."
食品,food,supplements,保健食品,food_sup_05_comparison,成分圖表,Ingredient Info Visual,1:01,none,"This supplement product displayed on a clean white surface alongside a visually clear infographic-style layout showing key nutritional facts and active ingredient percentages. The product bottle stands upright with its nutrition facts label facing the camera, while illustrated icons represent vitamins, minerals, or herbal extracts around it. Clean, bright clinical lighting ensures the product label text and surrounding informational graphics are perfectly legible and professional. The overall composition resembles a premium health product specification page with scientific credibility and transparent ingredient communication. Shot at 50mm f/5.6 from a straight-on eye-level angle to keep the product label and surrounding informational elements uniformly sharp and readable."
文具,stationery,common,通用場景,stationery_01_white_bg,白底主圖,White Background,1:01,none,"This stationery product on a pure white background (RGB 255,255,255). Professional e-commerce product photography with dual softbox lighting at 45 degrees from both sides and a top fill light. The product is centered, occupying about 80% of the frame. Subtle natural shadow beneath for grounding. Slight 15-degree tilt to show dimension and form. Shot with a 90mm lens at f/8 for full depth of field, ensuring crisp details on textures, branding, and fine print. Ultra-high resolution, accurate color reproduction critical for pen inks and notebook covers. No other objects in frame."
文具,stationery,common,通用場景,stationery_02_selling_points,賣點標註圖,Feature Highlights,1:01,none,"Create a professional product photography collage for this stationery item. Show 4 different views arranged in a clean 2x2 grid layout on a white background: 1) Front view showing the full product design and branding. 2) Close-up of the functional mechanism (pen tip, binding, blade edge, clip). 3) Material quality detail showing texture and finish. 4) Ergonomic grip or key differentiating feature. Each view is clearly separated with clean white space between them. Professional studio lighting, consistent color temperature (5500K) across all four shots. Shot at f/5.6 with a 60mm macro lens for clarity. The overall layout looks like a premium specification page."
文具,stationery,common,通用場景,stationery_03_detail_closeup,細節特寫,Detail Close-up,1:01,light,"Extreme macro close-up photography of this stationery product showing fine craftsmanship details. Split into 2-3 detail zones: functional tip or edge quality, material surface texture and finish, and mechanical joints or precision engineering. Shot with a 100mm macro lens at f/3.5, shallow depth of field with ring light illumination. If a pen, show ink flow at the nib tip; if scissors, the blade edge sharpness; if a notebook, the paper grain and binding. Focus stacking for maximum sharpness across detail zones. Professional product detail photography for premium stationery e-commerce."
文具,stationery,common,通用場景,stationery_04_size_reference,尺寸參考圖,Size Reference,1:01,none,"This stationery product photographed next to common reference objects for size: a human hand holding the product naturally, an A4 sheet of paper, and a smartphone. All items on a clean white surface with a subtle grid pattern for scale. The stationery item is the central hero element. Clean white background, even studio lighting from above. Shot from a slightly elevated 30-degree angle at f/11 with a 50mm lens to keep all objects tack-sharp. The composition clearly communicates the product's practical everyday size. Proportionally realistic relationships between all items."
文具,stationery,common,通用場景,stationery_05_office_desk_scene,辦公桌場景,Office Desk Scene,4:03,full,"This stationery product placed naturally on a clean, modern office desk. A leather-bound notebook open nearby, a cup of coffee on a coaster, and a laptop partially visible. Warm natural window light streaming in from the left side mixing with a warm desk lamp. The stationery item is the clear hero product, placed prominently. Shot at 35mm f/2.8 with shallow depth of field creating soft bokeh on the background. Camera angle slightly above at 30 degrees, conveying a productive, organized workspace. Warm color tones around 5600K, professional yet inviting atmosphere."
文具,stationery,common,通用場景,stationery_06_school_scene,學校場景,School Scene,4:03,full,"This stationery product in a bright, cheerful study environment. A student's desk with textbooks, colorful sticky notes, and a pencil case nearby. Bright natural daylight from a large window creating an energetic study atmosphere. The stationery product is prominently placed as the focal point on the desk. Shot at 40mm f/2.4 with the background gently blurred showing bookshelves or a classroom setting. Camera at eye level from a seated perspective. Fresh, youthful color palette with blues and greens. Aspirational back-to-school lifestyle photography."
文具,stationery,common,通用場景,stationery_07_writing_demo,書寫展示,Writing Demo,3:04,full,"A person's hand elegantly holding and using this stationery product in action. If a pen or marker, showing smooth ink flow on premium paper with visible written lines. If scissors or a ruler, demonstrating precise cutting or measuring. Shot from a slightly elevated angle looking down at the hands and product. Clean neutral background (light wood desk or white surface). Professional lighting: key light at 45 degrees from upper left with soft fill from the right. Shot at 85mm f/2.0 for beautiful separation, sharp focus on the product and hand. The image conveys precision, quality, and effortless usability."
文具,stationery,common,通用場景,stationery_08_stationery_set,文具組合,Stationery Set,1:01,light,"This stationery product shown in a beautiful flat lay arrangement with complementary office supplies: colored pens, a ruler, sticky notes, paper clips, washi tape, and a small notebook. Top-down overhead perspective on a clean white or light wood surface. Items arranged with intentional spacing following a pleasing geometric pattern. The hero product is centrally positioned and slightly larger in the composition. Shot directly overhead at f/7.1 with even diffused softbox lighting from above. Bright, organized aesthetic that conveys completeness and coordination. Professional stationery flat lay photography with cohesive color palette."
文具,stationery,common,通用場景,stationery_09_lifestyle,品牌氛圍圖,Brand Lifestyle,1:01,full,"This stationery product styled in an elegant flat lay arrangement with premium lifestyle accessories: a leather journal, a ceramic coffee cup, fresh eucalyptus sprigs, and reading glasses. Shot on a clean marble or linen surface from directly above. Cohesive muted earth-tone color palette, editorial lifestyle mood board aesthetic. Soft directional lighting from upper left creating subtle shadows. Shot at f/4.0 with a 50mm lens for natural perspective from overhead. The composition conveys creativity, sophistication, and thoughtful design. Each object placed with precise intentional spacing following rule of thirds."
文具,stationery,pens,筆類,stat_pen_01_writing,書寫場景,Writing Scene,4:03,light,"A close-up of this pen writing elegant cursive text on premium cream-colored cotton paper. The ink flows smoothly from the nib, leaving a rich, consistent line with subtle sheen. Shot at 100mm macro f/2.8 from a low 20-degree angle capturing the pen tip contact point with the paper surface. Soft directional lighting from the upper left highlights the ink's wet gloss and paper texture. Shallow depth of field keeps the nib and fresh ink line razor-sharp while the written text trails into soft focus behind. The warm ambient tones of 5500K convey a refined, contemplative writing moment."
文具,stationery,pens,筆類,stat_pen_02_collection,系列展示,Pen Collection Display,4:03,full,"A curated collection of pens including this hero pen displayed in an open leather or velvet-lined pen case. The pens are arranged in parallel rows with even spacing, caps aligned, showing the full range of colors or finishes. Shot from a 35-degree elevated angle on a dark walnut wood surface with soft studio lighting from two sides at 45 degrees. The hero pen is positioned in the center row, slightly pulled forward to draw the viewer's eye. Shot at 60mm f/5.6 for good depth across all pens while maintaining a clean blurred background. Rich, warm color tones emphasize the premium materials and collector's appeal of the pen series."
文具,stationery,pens,筆類,stat_pen_03_desk_setup,桌面搭配,Desk Setup with Pen,4:03,full,"This pen placed diagonally across an open Moleskine-style notebook on a clean minimalist desk. A weekly planner, a small potted succulent, and a ceramic pen holder are arranged nearby. Warm natural window light from the left creates soft directional shadows and a cozy productivity atmosphere. Shot at 35mm f/2.8 from a 40-degree overhead angle, the pen and open notebook page in sharp focus. The desk surface is light birch wood or white laminate for a clean Scandinavian aesthetic. The composition communicates organized daily planning and the joy of analog writing tools in a modern workspace."
文具,stationery,pens,筆類,stat_pen_04_nib_detail,筆尖特寫,Nib Detail Macro,1:01,none,"An extreme macro photograph of this pen's nib or tip at 3:1 magnification, revealing the precision engineering. The iridium tipping, ink channel, breather hole, and tine alignment are all visible in stunning detail. Shot with a 100mm macro lens at f/4 with focus stacking across 15 frames for edge-to-edge sharpness. Ring light illumination combined with a small reflector below to fill shadows in the nib's curves. A tiny bead of ink sits at the tip, catching the light with a jewel-like glint. Dark neutral background isolates the nib completely, emphasizing the metallic finish and micro-engraving details."
文具,stationery,pens,筆類,stat_pen_05_gift,禮品包裝,Gift Packaging,4:03,full,"This pen presented in its premium gift box, lid opened at a 45-degree angle revealing the pen on a satin cushion. The box is crafted from rigid board with a soft-touch matte finish and embossed logo on the lid interior. A small certificate of authenticity or brand card rests beside the pen inside the box. Shot at 60mm f/4.0 from a 30-degree elevated front angle on a dark marble or velvet surface. Dramatic key lighting from the upper right highlights the box's premium materials and the pen's metallic sheen. The composition conveys luxury gifting, with warm tones and rich contrast suitable for special occasion promotions."
文具,stationery,organizer,收納文具,stat_org_01_desk,桌面收納,Desk Organizer,4:03,full,"This stationery organizer placed on a tidy modern office desk, filled with pens, markers, scissors, and sticky notes. The organizer's compartments are clearly visible, each holding different types of supplies in an orderly arrangement. A laptop screen edge, a small desk plant, and a coffee mug are partially visible in the background. Warm natural light from a window on the left mixed with soft overhead LED panel lighting at 5000K. Shot at 40mm f/3.5 from a 30-degree elevated angle, the organizer in sharp focus with gentle background blur. The scene communicates workspace efficiency and the satisfaction of a well-organized desktop."
文具,stationery,organizer,收納文具,stat_org_02_school,學生場景,School Setting,4:03,full,"This pencil case or stationery pouch on a student's desk surrounded by textbooks, a notebook with handwritten notes, and colorful highlighters. The case is partially unzipped showing an array of pens, erasers, and a small ruler peeking out. Bright, cheerful classroom-like lighting from overhead fluorescents mixed with daylight from a nearby window. Shot at 35mm f/2.8 from a seated eye-level perspective, the pencil case as the sharp hero subject. A backpack strap is visible at the frame edge, reinforcing the school context. Youthful, energetic color palette with bright blues, yellows, and greens conveying a fun back-to-school mood."
文具,stationery,organizer,收納文具,stat_org_03_contents,內容展示,Contents Display,1:01,light,"This stationery organizer fully opened and laid flat, revealing all interior compartments, elastic loops, mesh pockets, and zippered sections. Each compartment is filled with representative items: pens in loops, erasers in pockets, a calculator in the main section. Shot directly overhead at f/7.1 on a clean white surface with even diffused softbox lighting from above. The full interior layout is visible in a single frame, demonstrating the product's generous capacity and smart design. A 50mm lens provides distortion-free rendering of the organizer's true proportions. Clean, informative product photography that helps buyers understand exactly how much the organizer can hold."
文具,stationery,organizer,收納文具,stat_org_04_comparison,尺寸對比,Size Comparison,1:01,none,"This stationery organizer photographed next to everyday reference objects: a standard smartphone, a 15cm ruler, and a paperback book. All items arranged on a clean white surface with a subtle centimeter grid printed underneath for precise scale reference. The organizer is the central hero product, positioned prominently with the reference objects flanking it. Shot from directly above at f/9 with a 50mm lens ensuring all objects remain tack-sharp and proportionally accurate. Even studio lighting from twin softboxes eliminates shadows that could distort perceived size. The composition is designed to give online shoppers an instant, intuitive understanding of the product's real-world dimensions."
文具,stationery,organizer,收納文具,stat_org_05_stacked,堆疊展示,Stacked Display,1:01,light,"Multiple units of this stationery organizer stacked or arranged in a visually appealing cascading formation. Three to four organizers in different colors are staggered diagonally, each slightly overlapping the next. The front organizer is partially open to reveal interior contents while the others show exterior design variety. Shot at 50mm f/5.6 from a 25-degree angle on a clean light gray surface with soft gradient background. Dual softbox lighting at 45 degrees from both sides provides even illumination across all units without harsh shadows. The arrangement emphasizes the product's color options and stackable design, ideal for showcasing a full product line."
文具,stationery,gift_wrap,禮品包裝,stat_gift_01_wrapping,包裝過程,Wrapping Process,4:03,full,"A pair of hands in the process of wrapping a small gift box using this wrapping paper and ribbon. The scene is captured mid-action: one hand holds the paper in place while the other pulls a satin ribbon taut. Scissors, tape dispenser, and extra ribbon spools are scattered naturally around the work area on a light wood table. Shot from a 45-degree overhead angle at 35mm f/3.2, the hands and wrapping materials in sharp focus. Warm, inviting lighting from a window on the left creates gentle shadows that add depth to the paper's texture. The image conveys the joyful, creative process of gift preparation with the wrapping materials as the hero product."
文具,stationery,gift_wrap,禮品包裝,stat_gift_02_finished,完成效果,Finished Gift,1:01,full,"A beautifully wrapped gift box using this wrapping paper, topped with a perfectly tied bow and a decorative gift tag. The finished gift sits on a clean white marble surface with a sprig of dried flowers beside it. The wrapping paper's pattern and texture are clearly visible, showcasing its premium quality and design. Shot at 60mm f/3.5 from a 20-degree front angle, the wrapped gift as the sole sharp subject against a soft pastel background. Soft key light from the upper right creates a gentle highlight on the ribbon and a subtle shadow on the surface. The composition evokes elegance and the excitement of receiving a thoughtfully wrapped present."
文具,stationery,gift_wrap,禮品包裝,stat_gift_03_materials,材料展示,Materials Display,1:01,none,"A flat lay arrangement of this gift wrapping collection: sheets of wrapping paper partially unrolled, coils of satin and grosgrain ribbon, pre-made bows, and gift tags. All materials laid out on a clean white surface from a directly overhead perspective. The wrapping paper is fanned to show its full pattern repeat, with ribbon colors coordinating harmoniously. Shot at f/7.1 with a 50mm lens and even diffused lighting from two overhead softboxes for shadow-free coverage. Each item is spaced with intentional precision, creating a visually satisfying grid that highlights the collection's cohesive design. Professional product photography that helps buyers see the complete set of materials included in the packaging kit."
文具,stationery,gift_wrap,禮品包裝,stat_gift_04_occasion,節慶場景,Holiday Occasion,4:03,full,"Wrapped gifts using this wrapping paper arranged beneath a decorated Christmas tree or beside festive holiday decor. Multiple gifts of varying sizes showcase the paper's versatility, surrounded by ornaments, pine cones, and string lights. Warm golden fairy light bokeh fills the background, creating a magical holiday atmosphere. Shot at 35mm f/2.4 from a low angle looking slightly upward at the gift arrangement. The warm color temperature of 3500K enhances the cozy festive mood with rich reds, golds, and greens. The composition connects the wrapping materials to the emotional joy of holiday gift-giving and celebration."
文具,stationery,gift_wrap,禮品包裝,stat_gift_05_variety,花色展示,Pattern Variety,1:01,none,"Multiple sheets of this wrapping paper collection displayed in an overlapping fan arrangement showing all available patterns and colors. Each sheet is partially visible, angled at 15-degree increments to reveal a different design: florals, geometric, stripes, and solids. Shot directly overhead at f/8 with a 50mm lens on a clean neutral gray background. Even diffused lighting from above ensures accurate color reproduction across every pattern with no hot spots or shadows. The papers are arranged from light to dark tones in a pleasing gradient progression. Clean, catalog-style product photography designed to help customers compare and choose their preferred pattern at a glance."
寵物,pets,common,通用場景,pets_01_white_bg,白底主圖,White Background,1:01,none,"This pet product on a pure white background (RGB 255,255,255). Professional e-commerce product photography with soft box lighting from above at 45 degrees and two side fill lights. The product is centered, occupying about 80% of the frame. Slight natural shadow beneath the product for depth. Front-facing angle slightly tilted 15 degrees to show depth and dimension. Shot with a 85mm lens at f/8 for maximum depth of field, ensuring crisp details on materials, buckles, and textures. Ultra-high resolution, accurate color reproduction. No animals or other objects in frame. Clean commercial product photography."
寵物,pets,common,通用場景,pets_02_selling_points,賣點標註圖,Feature Highlights,1:01,none,"Create a professional product photography collage for this pet product. Show 4 different views arranged in a clean 2x2 grid layout on a white background: 1) Front view showing the complete product design and branding. 2) Close-up of the safety material and construction quality (non-toxic, durable). 3) Functional detail: buckle mechanism, dispensing system, or interactive feature. 4) Cleaning or maintenance feature: washable surface, removable cover, or dishwasher-safe component. Each view is clearly separated with clean white space between them. Professional studio lighting, consistent color temperature (5500K) across all four shots. Shot at f/5.6 with a 60mm lens for consistent clarity. The overall layout is balanced and trustworthy for pet owners."
寵物,pets,common,通用場景,pets_03_detail_closeup,細節特寫,Detail Close-up,1:01,light,"Extreme macro close-up photography of this pet product showing quality and safety details. Split into 2-3 detail zones: material surface texture showing non-toxic food-grade or pet-safe finish, reinforced stitching or welded seams for durability, and hardware quality (stainless steel buckles, rust-proof snaps, or BPA-free plastic joints). Shot with a 100mm macro lens at f/4, shallow depth of field with ring light illumination. The texture should convey durability and pet-safe quality. Focus stacking for maximum sharpness across detail zones. Professional pet product detail photography for premium e-commerce."
寵物,pets,common,通用場景,pets_04_size_reference,尺寸參考圖,Size Reference,1:01,none,"This pet product photographed next to common reference objects for size comparison: a standard tennis ball, a human hand, and a smartphone. All items on a clean white surface with a subtle grid pattern for scale reference. The pet product is the central hero element. Clean white background, even studio lighting from above. Shot from a slightly elevated 25-degree angle at f/11 with a 50mm lens to keep all objects tack-sharp. The composition clearly communicates the product's actual size for pet owners. Items proportionally realistic to each other."
寵物,pets,common,通用場景,pets_05_pet_interaction_scene,寵物互動,Pet Interaction,4:03,full,"An adorable pet actively using or wearing this pet product. A happy dog or cat interacting naturally with the product: eating from the bowl, wearing the harness, playing with the toy, or resting in the bed. Bright, warm natural lighting from a nearby window. Clean living room or garden background with soft bokeh. Shot at 70mm f/2.8 to isolate the pet and product from the background. Camera at the pet's eye level for an engaging, intimate perspective. The image captures genuine joy and comfort. Professional pet lifestyle photography with warm color tones around 5800K."
寵物,pets,common,通用場景,pets_06_home_scene,居家場景,Home Scene,4:03,full,"This pet product placed naturally in a cozy home environment with a dedicated pet area. A well-organized pet corner in a modern living room with the product as the centerpiece. Warm ambient lighting from table lamps mixed with soft natural window light. The pet area includes a pet bed, water bowl, and a few toys arranged neatly. Shot at 28mm f/4.0 for a wider environmental view showing the home context. Camera angle at a natural standing perspective looking slightly downward. The scene conveys a loving, pet-friendly home with stylish organization. Interior lifestyle photography with warm, inviting color palette."
寵物,pets,common,通用場景,pets_07_pet_showcase,寵物展示,Pet Showcase,3:04,full,"A beautiful, well-groomed pet posing elegantly with this pet product. The pet is calm and photogenic, wearing or positioned next to the product. Clean neutral background (soft beige or light gray studio backdrop). Professional pet photography lighting: key light at 45 degrees with soft fill and catchlight in the pet's eyes. The pet and product are both in sharp focus as co-subjects. Shot at 85mm f/2.8 for beautiful portrait-style bokeh on the background. The image conveys quality, care, and the bond between pets and their accessories. Editorial pet photography with warm, affectionate mood."
寵物,pets,common,通用場景,pets_08_pet_bundle,寵物組合,Pet Bundle,1:01,light,"This pet product shown in a curated flat lay arrangement with complementary pet supplies: a leash, treats, a grooming brush, a toy, and a feeding bowl. Top-down overhead perspective on a clean white or light wood surface. Items arranged with intentional spacing in a pleasing circular or grid pattern. The hero product is centrally positioned and visually prominent. Shot directly overhead at f/7.1 with even diffused softbox lighting from above. Bright, organized aesthetic that conveys a complete pet care solution. Professional pet product flat lay photography with cohesive color coordination."
寵物,pets,common,通用場景,pets_09_lifestyle,品牌氛圍圖,Brand Lifestyle,1:01,full,"This pet product styled in a warm, heartfelt lifestyle arrangement. The product placed on a soft knitted blanket alongside a small potted plant, a ceramic treat jar, and a pet bandana, creating an artful vignette. Shot on a natural wood or warm linen surface from directly above. Cohesive warm earth-tone color palette with touches of green and cream. Soft directional lighting from upper left creating gentle shadows. Shot at f/3.5 with a 50mm lens for natural perspective. The composition conveys love, warmth, and premium care for pets. Each object placed with precise intentional spacing following rule of thirds."
寵物,pets,pet_food,寵物食品,pet_food_01_bowl,餐碗餵食,Food in Bowl,1:01,light,"This pet food product served in a clean ceramic or stainless steel pet bowl on a light wood kitchen floor. The kibble or wet food is mounded generously in the bowl, showing its color, shape, and appetizing texture. A few pieces are scattered artfully beside the bowl to show individual piece detail. Shot at 60mm f/3.5 from a 30-degree elevated angle, the food in sharp focus with the kitchen background softly blurred. Warm natural light from a window creates a fresh morning feeding atmosphere at 5500K color temperature. The composition communicates freshness, quality nutrition, and proper serving presentation for pet owners."
寵物,pets,pet_food,寵物食品,pet_food_02_ingredients,成分展示,Ingredients Showcase,1:01,light,"This pet food package surrounded by its key natural ingredients: fresh chicken breast, salmon fillet, sweet potato, blueberries, and spinach leaves. The ingredients are arranged in a semicircle around the product on a clean white marble surface. Each ingredient is fresh, vibrant, and photogenic, conveying the premium quality of the food's recipe. Shot from directly overhead at f/6.3 with a 50mm lens, even softbox lighting ensuring accurate color reproduction. The pet food package is centered with its label clearly readable, surrounded by the real food ingredients. The composition builds trust by visually connecting the packaged product to wholesome, recognizable natural ingredients."
寵物,pets,pet_food,寵物食品,pet_food_03_pouring,倒出展示,Pouring Display,3:04,light,"This pet food being poured from its package into a clean pet bowl, captured in a dynamic mid-pour moment. The kibble cascades in a stream from the tilted bag, with individual pieces frozen in mid-air showing their shape and coating. The package label is partially visible and clearly branded as the source. Shot at 85mm f/4.0 with a fast shutter speed of 1/1000s to freeze the falling food mid-motion. Professional studio lighting with a key light from the upper left and a fill light to illuminate the falling pieces. The dynamic composition conveys freshness, generous portions, and the satisfying ritual of feeding time."
寵物,pets,pet_food,寵物食品,pet_food_04_happy_pet,寵物進食,Happy Pet Eating,4:03,full,"A happy, healthy dog or cat eagerly eating this pet food from a bowl in a bright, clean kitchen setting. The pet's body language conveys enthusiasm: tail up, ears forward, head lowered to the bowl with visible enjoyment. The product package is positioned nearby on the kitchen counter, label facing the camera for brand visibility. Shot at 70mm f/2.8 from the pet's eye level, creating an intimate perspective with the kitchen blurred softly behind. Warm natural morning light streaming through a window bathes the scene in a wholesome 5800K glow. The image tells a story of mealtime joy and the trust pet owners place in choosing quality nutrition."
寵物,pets,pet_food,寵物食品,pet_food_05_nutrition,營養標示,Nutrition Info,3:04,none,"The back panel of this pet food package displayed at a slight 10-degree angle, with the nutrition facts and ingredient list clearly legible. The package is propped upright on a clean white surface with a small measuring scoop of food beside it for feeding guide context. Shot at 90mm f/7.1 for edge-to-edge sharpness ensuring every line of text is readable in the final image. Even dual softbox lighting at 45 degrees from both sides eliminates glare and reflection on the package surface. A subtle shadow grounds the package naturally on the white background. Clean, informative product photography designed to help pet owners make informed nutrition decisions before purchase."
寵物,pets,pet_toys,寵物玩具,pet_toy_01_playing,玩耍場景,Playing Scene,4:03,full,"An energetic dog or playful cat actively engaged with this pet toy in a bright living room or sunny backyard. The pet is mid-play: tugging, chasing, pouncing, or fetching the toy with visible excitement and joy. Motion blur on the pet's tail or paws conveys dynamic energy while the toy remains in sharp focus. Shot at 70mm f/2.8 with a fast shutter speed to capture the action, camera at the pet's eye level. Warm natural afternoon light creates a cheerful, lively atmosphere with golden highlights on the pet's fur. The composition captures the irresistible fun factor that makes this toy a must-have for engaged pet owners."
寵物,pets,pet_toys,寵物玩具,pet_toy_02_durable,耐咬展示,Durability Showcase,1:01,light,"A close-up of this pet toy showing its durable construction: reinforced stitching, tough rubber compound, or multi-layer fabric. The toy is photographed at a slight angle on a clean white surface revealing its texture, thickness, and build quality. One section is gently compressed or stretched to demonstrate the material's resilience and bounce-back. Shot at 100mm macro f/4.0 with ring light illumination highlighting the surface texture and construction details. Focus stacking ensures the entire toy surface is razor-sharp from front to back. The image communicates long-lasting durability and safe, non-toxic materials that withstand aggressive chewing."
寵物,pets,pet_toys,寵物玩具,pet_toy_03_variety,系列展示,Toy Collection,1:01,none,"A collection of pet toys from this product line arranged in a visually appealing grid or circular pattern on a clean white surface. Five to seven toys in different shapes, colors, and sizes are spaced evenly, showing the full range of the collection. The hero toy is positioned in the center, slightly larger or elevated on a small platform. Shot directly overhead at f/8 with a 50mm lens and even diffused lighting from two overhead softboxes. Each toy casts a subtle, consistent shadow for depth without obscuring neighboring items. The arrangement highlights the variety and playfulness of the entire toy line, encouraging multi-piece purchases."
寵物,pets,pet_toys,寵物玩具,pet_toy_04_indoor,室內場景,Indoor Scene,4:03,full,"This pet toy placed on a soft living room rug next to a cozy sofa, creating a warm indoor play environment. A pet bed is visible in the corner, and natural light filters through sheer curtains casting soft patterns on the floor. The toy is the sharp focal point in the foreground, positioned as if just dropped during a play session. Shot at 35mm f/2.4 from a low ground-level angle, giving the viewer a pet's-eye perspective of the room. Warm interior lighting at 4500K creates a comfortable, homey atmosphere with soft amber tones. The scene communicates that this toy belongs naturally in a stylish, modern pet-friendly home."
